wavelength,strain,replicat_bio,term,estimate,std.error,statistic,p.value,dil_name,replicate,chl_real,dc,blanc,dc_zero,y_pos,coeff
e440,PCC9511,B,dc_zero,0.021928013972472328,3.306023015565246e-4,66.32746919556213,1.4749578675776953e-8,dilution_2,3,1.0637098,139.15873015873015,82.83928571428571,56.31944444444445,153.91139514860276,0.022
e440,PCC9511,C,dc_zero,0.020140571011280365,4.914080018161438e-4,40.985435599023454,1.6307598653907255e-7,dilution_1,1,5.234686020000001,348.75,92.36842105263158,256.38157894736844,172.73261055179398,0.02
e440,PCC9511,C,dc_zero,0.020140571011280365,4.914080018161438e-4,40.985435599023454,1.6307598653907255e-7,dilution_1,2,5.234686020000001,348.2340425531915,92.36842105263158,255.86562150055994,172.73261055179398,0.02
e440,PCC9511,C,dc_zero,0.020140571011280365,4.914080018161438e-4,40.985435599023454,1.6307598653907255e-7,dilution_1,3,5.234686020000001,348.5238095238095,92.36842105263158,256.15538847117796,172.73261055179398,0.02
e440,PCC9511,C,dc_zero,0.020140571011280365,4.914080018161438e-4,40.985435599023454,1.6307598653907255e-7,dilution_2,1,1.16326356,166.71428571428572,92.36842105263158,74.34586466165413,172.73261055179398,0.02
e440,PCC9511,C,dc_zero,0.020140571011280365,4.914080018161438e-4,40.985435599023454,1.6307598653907255e-7,dilution_2,2,1.16326356,166.2391304347826,92.36842105263158,73.87070938215103,172.73261055179398,0.02
e440,PCC9511,C,dc_zero,0.020140571011280365,4.914080018161438e-4,40.985435599023454,1.6307598653907255e-7,dilution_2,3,1.16326356,157.43636363636364,92.36842105263158,65.06794258373206,172.73261055179398,0.02
e470,PCC9511,A,dc_zero,0.20258247911888574,0.005173339819493262,39.158935269542965,1.844186959037107e-9,dilution_0,1,27.266000000000005,195.07142857142858,58.25,136.82142857142858,196.9292240065049,0.203
e470,PCC9511,A,dc_zero,0.20258247911888574,0.005173339819493262,39.158935269542965,1.844186959037107e-9,dilution_0,2,27.266000000000005,193.4181818181818,58.25,135.1681818181818,196.9292240065049,0.203
e470,PCC9511,A,dc_zero,0.20258247911888574,0.005173339819493262,39.158935269542965,1.844186959037107e-9,dilution_0,3,27.266000000000005,193.34615384615384,58.25,135.09615384615384,196.9292240065049,0.203
e470,PCC9511,A,dc_zero,0.20258247911888574,0.005173339819493262,39.158935269542965,1.844186959037107e-9,dilution_1,1,5.453200000000001,76.63157894736842,58.25,18.38157894736842,196.9292240065049,0.203
e470,PCC9511,A,dc_zero,0.20258247911888574,0.005173339819493262,39.158935269542965,1.844186959037107e-9,dilution_1,2,5.453200000000001,76.24528301886792,58.25,17.995283018867923,196.9292240065049,0.203
e470,PCC9511,A,dc_zero,0.20258247911888574,0.005173339819493262,39.158935269542965,1.844186959037107e-9,dilution_1,3,5.453200000000001,76.23214285714286,58.25,17.982142857142858,196.9292240065049,0.203
e470,PCC9511,A,dc_zero,0.20258247911888574,0.005173339819493262,39.158935269542965,1.844186959037107e-9,dilution_2,1,0.2723876123876124,62.517857142857146,58.25,4.267857142857143,196.9292240065049,0.203
e470,PCC9511,A,dc_zero,0.20258247911888574,0.005173339819493262,39.158935269542965,1.844186959037107e-9,dilution_2,3,0.2723876123876124,62.81818181818182,58.25,4.568181818181818,196.9292240065049,0.203
e470,PCC9511,B,dc_zero,0.03763802993610427,4.047978786985284e-4,92.97981021322258,2.727862669643201e-9,dilution_1,1,5.05262155,195.23214285714286,61.142857142857146,134.08928571428572,153.91139514860276,0.038
e470,PCC9511,B,dc_zero,0.03763802993610427,4.047978786985284e-4,92.97981021322258,2.727862669643201e-9,dilution_1,2,5.05262155,194.2037037037037,61.142857142857146,133.06084656084656,153.91139514860276,0.038
e470,PCC9511,B,dc_zero,0.03763802993610427,4.047978786985284e-4,92.97981021322258,2.727862669643201e-9,dilution_1,3,5.05262155,194.47252747252747,61.142857142857146,133.32967032967034,153.91139514860276,0.038
e470,PCC9511,B,dc_zero,0.03763802993610427,4.047978786985284e-4,92.97981021322258,2.727862669643201e-9,dilution_2,1,1.0637098,92.6842105263158,61.142857142857146,31.541353383458645,153.91139514860276,0.038
e470,PCC9511,B,dc_zero,0.03763802993610427,4.047978786985284e-4,92.97981021322258,2.727862669643201e-9,dilution_2,2,1.0637098,92.79629629629629,61.142857142857146,31.65343915343915,153.91139514860276,0.038
e470,PCC9511,B,dc_zero,0.03763802993610427,4.047978786985284e-4,92.97981021322258,2.727862669643201e-9,dilution_2,3,1.0637098,92.25396825396825,61.142857142857146,31.111111111111107,153.91139514860276,0.038
e470,PCC9511,C,dc_zero,0.03671117767488791,9.498933947347642e-5,386.4768181185074,2.201179525704918e-12,dilution_1,1,5.234686020000001,205.375,62.98245614035088,142.39254385964912,172.73261055179398,0.037
e470,PCC9511,C,dc_zero,0.03671117767488791,9.498933947347642e-5,386.4768181185074,2.201179525704918e-12,dilution_1,2,5.234686020000001,205.2127659574468,62.98245614035088,142.23030981709593,172.73261055179398,0.037
e470,PCC9511,C,dc_zero,0.03671117767488791,9.498933947347642e-5,386.4768181185074,2.201179525704918e-12,dilution_1,3,5.234686020000001,205.6984126984127,62.98245614035088,142.71595655806183,172.73261055179398,0.037
e470,PCC9511,C,dc_zero,0.03671117767488791,9.498933947347642e-5,386.4768181185074,2.201179525704918e-12,dilution_2,1,1.16326356,95.89285714285714,62.98245614035088,32.91040100250627,172.73261055179398,0.037
e470,PCC9511,C,dc_zero,0.03671117767488791,9.498933947347642e-5,386.4768181185074,2.201179525704918e-12,dilution_2,2,1.16326356,95.34782608695652,62.98245614035088,32.36536994660565,172.73261055179398,0.037
e470,PCC9511,C,dc_zero,0.03671117767488791,9.498933947347642e-5,386.4768181185074,2.201179525704918e-12,dilution_2,3,1.16326356,94.65454545454546,62.98245614035088,31.67208931419458,172.73261055179398,0.037
e532,PCC9511,A,dc_zero,7.412930314752958,3.572357823481667,2.0750805717239764,0.0766397512516926,dilution_0,1,27.266000000000005,64.92857142857143,64,0.9285714285714286,196.9292240065049,7.413
e532,PCC9511,A,dc_zero,7.412930314752958,3.572357823481667,2.0750805717239764,0.0766397512516926,dilution_0,2,27.266000000000005,65.01818181818182,64,1.018181818181818,196.9292240065049,7.413
e532,PCC9511,A,dc_zero,7.412930314752958,3.572357823481667,2.0750805717239764,0.0766397512516926,dilution_0,3,27.266000000000005,65.25641025641026,64,1.2564102564102564,196.9292240065049,7.413
e532,PCC9511,A,dc_zero,7.412930314752958,3.572357823481667,2.0750805717239764,0.0766397512516926,dilution_1,1,5.453200000000001,65.56140350877193,64,1.5614035087719298,196.9292240065049,7.413
e532,PCC9511,A,dc_zero,7.412930314752958,3.572357823481667,2.0750805717239764,0.0766397512516926,dilution_1,2,5.453200000000001,65.86792452830188,64,1.8679245283018868,196.9292240065049,7.413
e532,PCC9511,A,dc_zero,7.412930314752958,3.572357823481667,2.0750805717239764,0.0766397512516926,dilution_1,3,5.453200000000001,66.46428571428571,64,2.4642857142857144,196.9292240065049,7.413
e532,PCC9511,A,dc_zero,7.412930314752958,3.572357823481667,2.0750805717239764,0.0766397512516926,dilution_2,1,0.2723876123876124,63.42857142857143,64,-0.5714285714285714,196.9292240065049,7.413
e532,PCC9511,A,dc_zero,7.412930314752958,3.572357823481667,2.0750805717239764,0.0766397512516926,dilution_2,3,0.2723876123876124,63.47727272727273,64,-0.5227272727272727,196.9292240065049,7.413
e532,PCC9511,B,dc_zero,0.508076405382533,0.060187362997563026,8.44157942927496,3.8283184501126347e-4,dilution_1,1,5.05262155,76.33928571428571,66.875,9.464285714285714,153.91139514860276,0.508
e532,PCC9511,B,dc_zero,0.508076405382533,0.060187362997563026,8.44157942927496,3.8283184501126347e-4,dilution_1,2,5.05262155,76.9074074074074,66.875,10.032407407407407,153.91139514860276,0.508
e532,PCC9511,B,dc_zero,0.508076405382533,0.060187362997563026,8.44157942927496,3.8283184501126347e-4,dilution_1,3,5.05262155,76.8021978021978,66.875,9.927197802197803,153.91139514860276,0.508
e532,PCC9511,B,dc_zero,0.508076405382533,0.060187362997563026,8.44157942927496,3.8283184501126347e-4,dilution_2,1,1.0637098,66.49122807017544,66.875,-0.38377192982456143,153.91139514860276,0.508
e532,PCC9511,B,dc_zero,0.508076405382533,0.060187362997563026,8.44157942927496,3.8283184501126347e-4,dilution_2,2,1.0637098,66.38888888888889,66.875,-0.4861111111111111,153.91139514860276,0.508
e532,PCC9511,B,dc_zero,0.508076405382533,0.060187362997563026,8.44157942927496,3.8283184501126347e-4,dilution_2,3,1.0637098,66.26984126984127,66.875,-0.6051587301587301,153.91139514860276,0.508
e532,PCC9511,C,dc_zero,2.553635704390994,2.488310335285025,1.026252902694505,0.3518339526632053,dilution_1,1,5.234686020000001,71.89285714285714,71.35087719298245,0.541979949874691,172.73261055179398,2.554
e532,PCC9511,C,dc_zero,2.553635704390994,2.488310335285025,1.026252902694505,0.3518339526632053,dilution_1,2,5.234686020000001,71.82978723404256,71.35087719298245,0.47891004106010127,172.73261055179398,2.554
e532,PCC9511,C,dc_zero,2.553635704390994,2.488310335285025,1.026252902694505,0.3518339526632053,dilution_1,3,5.234686020000001,71.85714285714286,71.35087719298245,0.5062656641604052,172.73261055179398,2.554
e532,PCC9511,C,dc_zero,2.553635704390994,2.488310335285025,1.026252902694505,0.3518339526632053,dilution_2,1,1.16326356,70.48214285714286,71.35087719298245,-0.8687343358395948,172.73261055179398,2.554
e532,PCC9511,C,dc_zero,2.553635704390994,2.488310335285025,1.026252902694505,0.3518339526632053,dilution_2,2,1.16326356,70.47826086956522,71.35087719298245,-0.8726163234172345,172.73261055179398,2.554
e532,PCC9511,C,dc_zero,2.553635704390994,2.488310335285025,1.026252902694505,0.3518339526632053,dilution_2,3,1.16326356,71.27272727272727,71.35087719298245,-0.07814992025517918,172.73261055179398,2.554
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_1,1,4.959923990999999,1115.232142857143,111.30357142857143,1003.9285714285714,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_1,2,4.959923990999999,1113.0434782608695,111.30357142857143,1001.7399068322982,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_1,3,4.959923990999999,1117.7589285714287,111.30357142857143,1006.4553571428571,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_2,1,0.9018043619999998,296.05357142857144,111.30357142857143,184.74999999999997,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_2,2,0.9018043619999998,294.94545454545454,111.30357142857143,183.6418831168831,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_2,3,0.9018043619999998,295.3859649122807,111.30357142857143,184.08239348370927,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_3,1,0.4509021809999999,203.46428571428572,111.30357142857143,92.16071428571428,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_3,2,0.4509021809999999,201.42857142857142,111.30357142857143,90.125,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_3,3,0.4509021809999999,201.1090909090909,111.30357142857143,89.80551948051948,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_4,1,0.09018043619999999,103.10714285714286,111.30357142857143,-8.196428571428573,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_4,2,0.09018043619999999,102.96363636363637,111.30357142857143,-8.339935064935068,1144.4461777773022,0.005
e440,RCC100,A,dc_zero,0.004937725536083298,3.907780488901832e-5,126.3562666865892,9.549121172506244e-19,dilution_4,3,0.09018043619999999,102.37755102040816,111.30357142857143,-8.926020408163268,1144.4461777773022,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_1,1,5.015525360450002,1151.9464285714287,111.30357142857143,1040.6428571428573,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_1,2,5.015525360450002,1149.6315789473683,111.30357142857143,1038.328007518797,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_1,3,5.015525360450002,1148.5737704918033,111.30357142857143,1037.270199063232,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_2,1,0.9119137019000002,310.85714285714283,111.30357142857143,199.55357142857142,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_2,2,0.9119137019000002,309.76,111.30357142857143,198.45642857142855,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_2,3,0.9119137019000002,308.6060606060606,111.30357142857143,197.30248917748915,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_3,1,0.4559568509500001,225.94642857142858,111.30357142857143,114.64285714285714,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_3,2,0.4559568509500001,225.80769230769232,111.30357142857143,114.50412087912088,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_3,3,0.4559568509500001,226.26666666666668,111.30357142857143,114.96309523809524,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_4,1,0.09110026992007994,120.57142857142857,111.30357142857143,9.26785714285714,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_4,2,0.09110026992007994,118.93181818181819,111.30357142857143,7.628246753246751,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_4,3,0.09110026992007994,119.03636363636363,111.30357142857143,7.7327922077922056,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_5,1,0.04557289864567717,114.19298245614036,111.30357142857143,2.8894110275689204,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_5,2,0.04557289864567717,113.10909090909091,111.30357142857143,1.8055194805194785,1219.767433090541,0.005
e440,RCC100,B,dc_zero,0.004810832084526824,3.1142347946342306e-5,154.47878537661322,4.99100726656672e-24,dilution_5,3,0.04557289864567717,112.85454545454546,111.30357142857143,1.550974025974024,1219.767433090541,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_0,1,17.30889985,3336.5714285714284,86.66071428571429,3249.910714285714,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_0,2,17.30889985,3353.222222222222,86.66071428571429,3266.561507936508,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_0,3,17.30889985,3346.589285714286,86.66071428571429,3259.9285714285716,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_1,1,3.5404567874999997,895.4285714285714,86.66071428571429,808.7678571428571,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_1,2,3.5404567874999997,832.6981132075472,86.66071428571429,746.0373989218328,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_1,3,3.5404567874999997,825.3859649122807,86.66071428571429,738.7252506265663,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_2,1,1.1801522625,362.85714285714283,86.66071428571429,276.19642857142856,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_2,2,1.1801522625,360.82608695652175,86.66071428571429,274.16537267080747,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_2,3,1.1801522625,360.625,86.66071428571429,273.9642857142857,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_3,1,0.3933840875,152.96428571428572,86.66071428571429,66.30357142857142,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_3,2,0.3933840875,153.4181818181818,86.66071428571429,66.75746753246753,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_3,3,0.3933840875,153.93650793650792,86.66071428571429,67.27579365079364,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_4,1,0.07859821928071928,109.16071428571429,86.66071428571429,22.499999999999993,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_4,2,0.07859821928071928,108.51282051282051,86.66071428571429,21.852106227106223,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_4,3,0.07859821928071928,108.63157894736842,86.66071428571429,21.97086466165413,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_5,1,0.039318749375312344,159.21428571428572,86.66071428571429,72.55357142857142,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_5,2,0.039318749375312344,99.89285714285714,86.66071428571429,13.23214285714285,3495.78184631574,0.005
e440,RCC100,C,dc_zero,0.005268299485463525,4.568364805446574e-5,115.32133946882838,4.8107886175903136e-26,dilution_5,3,0.039318749375312344,100.52631578947368,86.66071428571429,13.865601503759393,3495.78184631574,0.005
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_1,1,4.959923990999999,1477.1964285714287,67.91071428571429,1409.2857142857144,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_1,2,4.959923990999999,1475.0434782608695,67.91071428571429,1407.1327639751553,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_1,3,4.959923990999999,1484.767857142857,67.91071428571429,1416.857142857143,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_2,1,0.9018043619999998,345.39285714285717,67.91071428571429,277.4821428571429,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_2,2,0.9018043619999998,344.8181818181818,67.91071428571429,276.90746753246754,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_2,3,0.9018043619999998,345.64912280701753,67.91071428571429,277.73840852130326,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_3,1,0.4509021809999999,215.125,67.91071428571429,147.21428571428572,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_3,2,0.4509021809999999,213.83928571428572,67.91071428571429,145.92857142857144,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_3,3,0.4509021809999999,213.85454545454544,67.91071428571429,145.94383116883117,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_4,1,0.09018043619999999,97.48214285714286,67.91071428571429,29.571428571428566,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_4,2,0.09018043619999999,97.96363636363637,67.91071428571429,30.052922077922073,1144.4461777773022,0.004
e470,RCC100,A,dc_zero,0.003500565377018932,2.0199546861926217e-5,173.299203241885,2.9612628910004136e-20,dilution_4,3,0.09018043619999999,97.38775510204081,67.91071428571429,29.477040816326525,1144.4461777773022,0.004
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_1,1,5.015525360450002,1512.892857142857,67.91071428571429,1444.982142857143,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_1,2,5.015525360450002,1514.0526315789473,67.91071428571429,1446.141917293233,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_1,3,5.015525360450002,1515.72131147541,67.91071428571429,1447.8105971896957,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_2,1,0.9119137019000002,361.4107142857143,67.91071428571429,293.5,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_2,2,0.9119137019000002,361.6,67.91071428571429,293.68928571428575,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_2,3,0.9119137019000002,361.1818181818182,67.91071428571429,293.2711038961039,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_3,1,0.4559568509500001,230.19642857142858,67.91071428571429,162.2857142857143,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_3,2,0.4559568509500001,230.07692307692307,67.91071428571429,162.1662087912088,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_3,3,0.4559568509500001,229.23333333333332,67.91071428571429,161.32261904761904,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_4,1,0.09110026992007994,97,67.91071428571429,29.089285714285708,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_4,2,0.09110026992007994,96.95454545454545,67.91071428571429,29.04383116883116,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_4,3,0.09110026992007994,97.05454545454545,67.91071428571429,29.143831168831163,1219.767433090541,0.003
e470,RCC100,B,dc_zero,0.003445850950455502,2.6332717361191172e-5,130.85816033304462,5.0872497466141717e-23,dilution_5,1,0.04557289864567717,80.28070175438596,67.91071428571429,12.369987468671674,1219.767433090541,0.003
